Vendor,Order Type,Material Shu vs Non Shu,Order Type Screen All Together,MATERIAL,Substrate Description,Current vs Old Sku,Replacement Ground,Material Group,Material Color,Material Group - Color,Product Type,Material Width,Cost Per Yard,Avg Sisal Cost Per Yard,All Grounds Cost Per Yard,Curr Vendor Cost Per Yard,FOB Cost Per Yard,On Hand Yards,BNY On Hand,Para On Hand,2025 Ground,3rd Party Price,Schumacher Price,Lead Time (in weeks),Lead Time in Months
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Maestro 5016882 (Tanlines),Maestro 5016882 (Tanlines),Current,Maestro 5016882 (Tanlines),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,14.58,17.12,14.58,14.58,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Metal Paperweave 5010310 (Charcoal),Metal Paperweave 5010310 (Charcoal),Current,Metal Paperweave 5010310 (Charcoal),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,9.5,11.28,9.5,9.5,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Metal Paperweave 5010311 (Ivory),Metal Paperweave 5010311 (Ivory),Current,Metal Paperweave 5010311 (Ivory),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,9.5,11.28,9.5,9.5,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Metal Paperweave 5010312 (Sand),Metal Paperweave 5010312 (Sand),Current,Metal Paperweave 5010312 (Sand),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,9.5,11.28,9.5,9.5,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Metal Paperweave 5010313 (Green),Metal Paperweave 5010313 (Green),Current,Metal Paperweave 5010313 (Green),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,9.5,11.28,9.5,9.5,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Metallic Mesh 5007850 (Silver),Metallic Mesh 5007850 (Silver),Current,Metallic Mesh 5007850 (Silver),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,9.52,11.3,9.52,9.52,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Metallic Mesh 5007851 (Gold),Metallic Mesh 5007851 (Gold),Current,Metallic Mesh 5007851 (Gold),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,9.52,11.3,9.52,9.52,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Metallic Mesh 5007852 (Cocoa Shimmer),Metallic Mesh 5007852 (Cocoa Shimmer),Current,Metallic Mesh 5007852 (Cocoa Shimmer),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,9.52,11.3,9.52,9.52,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Metallized Flax 5010280 (peacock),Metallized Flax 5010280 peacock,Current,Metallized Flax 5010280 (peacock),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,9.5,11.28,9.5,9.5,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Metallized Flax 5010281 (Sage),Metallized Flax 5010281 (Sage),Current,Metallized Flax 5010281 (Sage),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,9.5,11.28,9.5,9.5,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Metallized Flax 5010282 (Brass),Metallized Flax 5010282 (Brass),Current,Metallized Flax 5010282 (Brass),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,9.5,11.28,9.5,9.5,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Metallized Flax 5010283 (aubergine),Metallized Flax 5010283 (aubergine),Current,Metallized Flax 5010283 (aubergine),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,9.5,11.28,9.5,9.5,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Mitsu Weave 5003050 (Gold),Mitsu Weave 5003050 (Gold),Current,Mitsu Weave 5003050 (Gold),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,5.41,6.57,5.41,5.41,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Mitsu Weave 5003051 (Pearl),Mitsu Weave 5003051 (Pearl),Current,Mitsu Weave 5003051 (Pearl),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,5.41,6.57,5.41,5.41,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Mitsu Weave 5003053 (Platinum),Mitsu Weave 5003053 (Platinum),Current,Mitsu Weave 5003053 (Platinum),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,5.41,6.57,5.41,5.41,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,NAKARA 5007940 (NATURAL),NAKARA 5007940 (NATURAL),Current,NAKARA 5007940 (NATURAL),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,7.95,9.49,7.95,7.95,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Nami Rushcloth 5002861 (Woodrose),Nami Rushcloth 5002861 (Woodrose),Current,Nami Rushcloth 5002861 (Woodrose),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,4.74,5.8,4.74,4.74,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Nami Rushcloth 5002862 (Slate),Nami Rushcloth 5002862 (Slate),Current,Nami Rushcloth 5002862 (Slate),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,4.74,5.8,4.74,4.74,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Ningbo Sisal 524310 (Ivory),Ningbo Sisal 524310 (Ivory),Current,Ningbo Sisal 524310 (Ivory),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,5.74,6.95,5.74,5.74,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Ningbo Sisal 524312 (Linen),Ningbo Sisal 524312 (Linen),Current,Ningbo Sisal 524312 (Linen),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,5.74,6.95,5.74,5.74,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Ningbo Sisal 524314 (Russet),Ningbo Sisal 524314 (Russet),Current,Ningbo Sisal 524314 (Russet),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,5.74,6.95,5.74,5.74,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Ningbo Sisal 524316 (Olive),Ningbo Sisal 524316 (Olive),Current,Ningbo Sisal 524316 (Olive),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,5.74,6.95,5.74,5.74,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Open Linen Weave 5010300 (Silver),Open Linen Weave 5010300 (Silver),Current,Open Linen Weave 5010300 (Silver),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,10.7,12.66,10.7,10.7,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Open Paperweave 5010320 (Straw),Open Paperweave 5010320 (Straw),Current,Open Paperweave 5010320 (Straw),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,7.12,8.54,7.12,7.12,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Open Paperweave 5010321 (Leaf),Open Paperweave 5010321 (Leaf),Current,Open Paperweave 5010321 (Leaf),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,7.12,8.54,7.12,7.12,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Open Paperweave 5010322 (Spruce),Open Paperweave 5010322 (Spruce),Current,Open Paperweave 5010322 (Spruce),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,7.12,8.54,7.12,7.12,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Open Paperweave 5010323 (Sky),Open Paperweave 5010323 (Sky),Current,Open Paperweave 5010323 (Sky),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,7.12,8.54,7.12,7.12,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Oxnard Paperweave 5011300 (Ivory),Oxnard Paperweave 5011300 (Ivory),Current,Oxnard Paperweave 5011300 (Ivory),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.91,10.6,8.91,8.91,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Oxnard Paperweave 5011302 (Blue),Oxnard Paperweave 5011302 (Blue),Current,Oxnard Paperweave 5011302 (Blue),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.91,10.6,8.91,8.91,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Painter's Stripe 5016902 Self Portrait,BD Painter's Stripe 5016902 Self Portrait,Current,Painter's Stripe 5016902 Self Portrait,Schumacher,Assorted,Schumacher-Assorted,GRASS,36,12.65,14.9,12.65,12.65,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Palm Weave 5010260 (Natural),Palm Weave 5010260 (Natural),Current,Palm Weave 5010260 (Natural),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,11.6,13.69,11.89,11.89,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Palm Weave 5010261 (Bark),Palm Weave 5010261 (Bark),Current,Palm Weave 5010261 (Bark),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,11.89,14.02,11.89,11.89,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Paper Stripe 5012980 (White),Paper Stripe 5012980 (White),Current,Paper Stripe 5012980 (White),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,7.59,9.08,7.59,7.59,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Ruched Linen 5010220 (Natural),Ruched Linen 5010220 (Natural),Current,Ruched Linen 5010220 (Natural),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,17.85,20.88,17.86,17.86,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Sango Jute 5002120 (Natural),Sango Jute 5002120 (Natural),Current,Sango Jute 5002120 (Natural),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,5.16,6.28,5.16,5.16,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Sano Mosaic 5012950 (White),Sano Mosaic 5012950 (White),Current,Sano Mosaic 5012950 (White),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,19.5,22.78,19.5,19.5,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Shaded Silk 5007860 (Dove),Shaded Silk 5007860 (Dove),Current,Shaded Silk 5007860 (Dove),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,17.25,20.19,17.25,17.25,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Shaded Silk 5007862 (Thistle),Shaded Silk 5007862 (Thistle),Current,Shaded Silk 5007862 (Thistle),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,17.25,20.19,17.25,17.25,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Shaded Silk 5007863 (sapphire),Shaded Silk 5007863 (sapphire),Current,Shaded Silk 5007863 (sapphire),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,17.25,20.19,17.25,17.25,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Shaded Silk 5007864 (Emerald),Shaded Silk 5007864 (Emerald),Current,Shaded Silk 5007864 (Emerald),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,17.25,20.19,17.25,17.25,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Shaded Silk 5007865 (Peacock),Shaded Silk 5007865 (Peacock),Current,Shaded Silk 5007865 (Peacock),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,17.25,20.19,17.25,17.25,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Shaded Silk 5007866 (Umber),Shaded Silk 5007866 (Umber),Current,Shaded Silk 5007866 (Umber),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,17.25,20.19,17.25,17.25,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Shaded Silk 5007867 (Sable),Shaded Silk 5007867 (Sable),Current,Shaded Silk 5007867 (Sable),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,17.25,20.19,17.25,17.25,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Silk Strie 5010270 (parchment),Silk Strie 5010270 (parchment),Current,Silk Strie 5010270 (parchment),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,18.45,21.57,18.45,18.45,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Silk Strie 5010271 (Sand),Silk Strie 5010271 (Sand),Current,Silk Strie 5010271 (Sand),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,18.45,21.57,18.45,18.45,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Silk Strie 5010272 (Pearl),Silk Strie 5010272 (Pearl),Current,Silk Strie 5010272 (Pearl),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,18.45,21.57,18.45,18.45,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Silk Strie 5010273 (Aqua),Silk Strie 5010273 (Aqua),Current,Silk Strie 5010273 (Aqua),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,18.45,21.57,18.45,18.45,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Silk Strie 5010274 (Leaf),Silk Strie 5010274 (Leaf),Current,Silk Strie 5010274 (Leaf),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,18.45,21.57,18.45,18.45,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Silk Strie 5010275 (Fawn),Silk Strie 5010275 (Fawn),Current,Silk Strie 5010275 (Fawn),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,18,21.05,18.45,18.45,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Sonota Arrowroot 5002710 (Oatmeal),Sonota Arrowroot 5002710 (Oatmeal),Current,Sonota Arrowroot 5002710 (Oatmeal),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,13.26,15.6,13.26,13.26,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Textured Check 5012970 (White),Textured Check 5012970 (White),Current,Textured Check 5012970 (White),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,19.5,22.78,19.5,19.5,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Textured Linen Stripe 5013020 (White),Textured Linen Stripe 5013020 (White),Current,Textured Linen Stripe 5013020 (White),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,16.91,19.8,17.33,17.33,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Tonal Paperweave 5010290 (Ivory),Tonal Paperweave 5010290 (Ivory),Current,Tonal Paperweave 5010290 (Ivory),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,7.12,8.54,7.12,7.12,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Tonal Paperweave 5010291 (Natural),Tonal Paperweave 5010291 (Natural),Current,Tonal Paperweave 5010291 (Natural),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,6.95,8.34,7.12,7.12,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Tonal Paperweave 5010292 (Limestone),Tonal Paperweave 5010292 (Limestone),Current,Tonal Paperweave 5010292 (Limestone),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,7.12,8.54,7.12,7.12,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Tonal Paperweave 5010293 (Charcoal),Tonal Paperweave 5010293 (Charcoal),Current,Tonal Paperweave 5010293 (Charcoal),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,7.12,8.54,7.12,7.12,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Tonal Paperweave 5010294 (Granite),Tonal Paperweave 5010294 (Granite),Current,Tonal Paperweave 5010294 (Granite),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,7.12,8.54,7.12,7.12,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Tonal Paperweave 5010295 (White),Tonal Paperweave 5010295 (White),Current,Tonal Paperweave 5010295 (White),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,7.12,8.54,7.12,7.12,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Tonal Paperweave 5010296 (Sage),Tonal Paperweave 5010296 (Sage),Current,Tonal Paperweave 5010296 (Sage),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,7.12,8.54,7.12,7.12,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Tonal Paperweave 5010297 (Wheat),Tonal Paperweave 5010297 (Wheat),Current,Tonal Paperweave 5010297 (Wheat),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,7.12,8.54,7.12,7.12,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Tonal Paperweave 5010298 (Bark),Tonal Paperweave 5010298 (Bark),Current,Tonal Paperweave 5010298 (Bark),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,7.12,8.54,7.12,7.12,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Tortola Linen PW 5011320 (Natural),Tortola Linen Paperweave 5011320 (Natural),Current,Tortola Linen PW 5011320 (Natural),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.91,10.6,8.91,8.91,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Tortola Paperweave 5011250 (Blue),Tortola Paperweave 5011250 (Blue),Current,Tortola Paperweave 5011250 (Blue),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.91,10.6,8.91,8.91,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Tortola Paperweave 5011251 (Green),Tortola Paperweave 5011251 (Green),Current,Tortola Paperweave 5011251 (Green),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.91,10.6,8.91,8.91,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Tortola Paperweave 5011252 (Pink),Tortola Paperweave 5011252 (Pink),Current,Tortola Paperweave 5011252 (Pink),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.91,10.6,8.91,8.91,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Tortola Paperweave 5011253 (Grey),Tortola Paperweave 5011253 (Grey),Current,Tortola Paperweave 5011253 (Grey),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.91,10.6,8.91,8.91,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Tortola Paperweave 5011254 (Carbon),Tortola Paperweave 5011254 (Carbon),Current,Tortola Paperweave 5011254 (Carbon),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.91,10.6,8.91,8.91,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Windowpane Embro. Sisal 5015200 (Navy),Windowpane Embro. Sisal 5015200 (Navy),Current,Windowpane Embro. Sisal 5015200 (Navy),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,10.6,12.54,10.6,10.6,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Windowpane Embro. Sisal 5015201 (Java),Windowpane Embro. Sisal 5015201 (Java),Current,Windowpane Embro. Sisal 5015201 (Java),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,10.6,12.54,10.6,10.6,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Windowpane Embro. Sisal 5015202 (Char),Windowpane Embro. Sisal 5015202 (Char),Current,Windowpane Embro. Sisal 5015202 (Char),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,10.6,12.54,10.6,10.6,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Zig Zag Paperweave 5016600 (Sesame),Zig Zag Paperweave 5016600 (Sesame),Current,Zig Zag Paperweave 5016600 (Sesame),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.71,10.37,8.71,8.71,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Zig Zag Paperweave 5016601 (Flax),Zig Zag Paperweave 5016601 (Flax),Current,Zig Zag Paperweave 5016601 (Flax),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.71,10.37,8.71,8.71,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Abaco Linen Paperweave 5011290 (Natural),Abaco Linen Paperweave 5011290 (Natural),Current,Abaco Linen Paperweave 5011290 (Natural),Schumacher,Assorted,Schumacher-Assorted,GRASS,54,8.91,10.6,8.91,8.91,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Abaco Paperweave 5011280 (Blush),Abaco Paperweave 5011280 (Blush),Current,Abaco Paperweave 5011280 (Blush),Schumacher,Assorted,Schumacher-Assorted,GRASS,54,8.91,10.6,8.91,8.91,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Abaco Paperweave 5011281 (Green),Abaco Paperweave 5011281 (Green),Current,Abaco Paperweave 5011281 (Green),Schumacher,Assorted,Schumacher-Assorted,GRASS,54,8.91,10.6,8.91,8.91,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Abaco Paperweave 5011282 (Blue),Abaco Paperweave 5011282 (Blue),Current,Abaco Paperweave 5011282 (Blue),Schumacher,Assorted,Schumacher-Assorted,GRASS,54,8.91,10.6,8.91,8.91,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Jubilee Paperweave 5011270 (Green),Jubilee Paperweave 5011270 (Green),Current,Jubilee Paperweave 5011270 (Green),Schumacher,Assorted,Schumacher-Assorted,GRASS,54,8.91,10.6,8.91,8.91,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Jubilee Paperweave 5011271 (Grey),Jubilee Paperweave 5011271 (Grey),Current,Jubilee Paperweave 5011271 (Grey),Schumacher,Assorted,Schumacher-Assorted,GRASS,54,8.91,10.6,8.91,8.91,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Jubilee Paperweave 5011272 (Brown),Jubilee Paperweave 5011272 (Brown),Current,Jubilee Paperweave 5011272 (Brown),Schumacher,Assorted,Schumacher-Assorted,GRASS,54,8.91,10.6,8.91,8.91,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Oxnard Lin Paperweave 5011310 (Natural),Oxnard Lin Paperweave 5011310 (Natural),Current,Oxnard Lin Paperweave 5011310 (Natural),Schumacher,Assorted,Schumacher-Assorted,GRASS,54,8.91,10.6,8.91,8.91,,0,0,0,,,,,5
Quadrille Inc.,X-Customer,Non Schu,Screen Print,QUA372Tan,100% Linen,Current,QUA372Tan,372,Tan,372-Tan,FABRIC,60,0,0,8,8,,0,0,0,,,,,
Test Vendor,X-Customer,Schu,Screen Print,"	--> Select Material","	--> Select Material",Old,,"	--> Select Material",,"	--> Select Material-",Assorted,0,0,0,0,,,0,0,0,,,,,
TAYLOR,Screen Print,Schu,Screen Print,PAR372 Tan,372 Tan,Current,PAR372 Tan,372 Tan,,372 Tan-,FABRIC,30,14.45,14.45,14.45,14.45,,0,0,0,,18.785,18.785,,
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5003593 Linyi Ground (Linen),5003593 Linyi Ground (Linen),Current,5003593 Linyi Ground (Linen),5003593 Linyi Ground,Linen,5003593 Linyi Ground-Linen,GRASS,36,1,1.5,,,,0,0,0,,,,,6
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5003594 Linyi Ground (Chestnut),5003594 Linyi Ground (Chestnut),Current,5003594 Linyi Ground (Chestnut),5003594 Linyi Ground,Chestnut,5003594 Linyi Ground-Chestnut,GRASS,36,1,1.5,,,,0,0,0,,,,,6
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,528944 Bellezza Ground (Sand),528944 Bellezza Ground (Sand),Current,528944 Bellezza Ground (Sand),528944 Bellezza Ground,Sand,528944 Bellezza Ground-Sand,GRASS,36,1,1.5,,,,0,0,0,,,,,6
Quadrille Inc.,X-Customer,Non Schu,Screen Print,QUA658,Linen,Current,QUA658,658 Fabric,QUA,658 Fabric-QUA,FABRIC,60,0,0,8,,,0,0,0,,,,,
Carr Textile Corp.,Screen Print,Schu,Screen Print,"96"" 12 OZ CANVAS","96"" 12 OZ CANVAS",Current,"96"" 12 OZ CANVAS","96"" 12 OZ CANVAS",,"96"" 12 OZ CANVAS-",FABRIC,60,5.75,5.75,5.75,5.75,,0,0,0,,,,,
PREMEX SOLUTIONS,Digital,Schu,Digital,BNYArvada,Arvada (2457),Current,BNYArvada,Arvada (2457),,Arvada (2457)-,FABRIC,60,4.83,4.83,4.83,4.83,,0,0,0,,,,,
Creative Services,Creative Services,Schu,Creative Services,Creative Services,Creative Services,Current,Creative Services,Creative Services,,Creative Services-,Creative Services,,0,0,0,0,,0,0,0,,,,,
Screen-Trans Development Corp.,Screen Print,Schu,Screen Print,CREEL (CR-204-F) GRASS,CREEL (CR-204-F) GRASS,Current,CREEL (CR-204-F) GRASS,CREEL (CR-204-F) GRASS,,CREEL (CR-204-F) GRASS-,FABRIC,60,10,10,10,10,,0,0,0,,,,,
Screen-Trans Development Corp.,Screen Print,Schu,Screen Print,Creel CR-205-F (POMEGRANATE),Creel CR-205-F (POMEGRANATE),Current,Creel CR-205-F (POMEGRANATE),Creel CR-205-F (POMEGRANATE),,Creel CR-205-F (POMEGRANATE)-,FABRIC,60,10,10,10,10,,0,0,0,,,,,
OMNI W.C. INC,Screen Print,Schu,Screen Print,SCH5003721 Plum,PLUM CUSTOM COATED,Current,SCH5003721 Plum,Custom Coating,Plum,Custom Coating-Plum,PAPER,30,0.98,0.98,0.98,1.2,,0,0,0,,,,,1.5
0,X-Customer,Schu,Screen Print,Generic,Generic,Current,Generic,Generic,,Generic-,FABRIC,30,0,0,0,0,,0,0,0,,,,,
TWIL WALLCOVERINGS,Screen Print,Schu,Screen Print,PAR5010858 ALOE,5010858 HARUKI SISAL ALOE,Old,PNW5010858 Aloe,HARUKI SISAL,Aloe,HARUKI SISAL -Aloe,GRASS,36,7.7,5.9,7.7,4.66,,0,0,0,,,,8-10 weeks,6
TWIL WALLCOVERINGS,Screen Print,Schu,Screen Print,PAR5004725 Caribbean,5004725 HARUKI SISAL Caribbean,Old,PNW5004725 Caribbean,HARUKI SISAL,Caribbean,HARUKI SISAL -Caribbean,GRASS,36,7.7,5.9,7.7,4.66,,0,0,0,,,,8-10 weeks,6
