ITEM_SKU,LINE_DESCRIPTION,COLOR,PRODUCT_TYPE,FINISHED_WIDTH,FINISHED_HEIGHT,PRINTED_WIDTH,PRINTED_HEIGHT,PRODUCT_SIZE,PANEL_COUNT,PRODUCT_NAME,MATERIAL,UOM,HISTORICAL_YIELD,MATERIAL_COST,UNIT_PRICE,QTY,PRODUCT_DESCRIPTION,STATUS,NUMBER_UP,CUT_OPTION,SPECIAL_DETAILS,FORMAT,PATTERN_WIDTH,PATTERN_HEIGHT,BOLT_SIZE,ORDER_TYPE,NUMBER_OF_COLORS,STORAGE_TYPE,Source
AC712-03,Mojave One Color Reverse,GRAY,Fabric,,,60,36,,,Mojave One Color Reverse AC712-03 (Gray),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
2110-19W,Nairobi,GRAY,Fabric,,,60,36,,,Nairobi 2110-19W (Gray),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
CP1010-03,Organdy,GRAY,Fabric,,,60,36,,,Organdy CP1010-03 (Gray),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
2475-06,SIGOURNEY SMALL SCALE,GRAY,Fabric,,,60,36,,,SIGOURNEY SMALL SCALE 2475-06 (GRAY),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
CP1010-06,Organdy,Green,Fabric,,,60,36,,,Organdy CP1010-06 (Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC999-102,Zinnia Linearis One Color,Green,Fabric,,,60,36,,,Zinnia Linearis One Color AC999-102 (Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
6380-02,Wildflowers II,Grass Green,Fabric,,,60,36,,,Wildflowers II 6380-02 (Grass Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
7930C-CSTBLC,DAISY BLOTCH,CST BUTTER,Fabric,,,60,36,,,DAISY BLOTCH 7930C-CSTBLC (CST BUTTER),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
6460-31,ISLAND IKAT,Dove Gray,Fabric,,,60,36,,,ISLAND IKAT 6460-31 (DOVE GRAY),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
306470F-02,Borghese Background,French Green,Fabric,,,60,36,,,Borghese Background 306470F-02 (French Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC303-21,PETITE ZIG ZAG,French Green,Fabric,,,60,36,,,Petite Zig Zag AC303-21 (French Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
DK1030F-04,Chant II,Fern Green,Fabric,,,60,36,,,Chant II DK1030F-04 (Fern Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
DK1035F-04,Chant Reverse II,Fern Green,Fabric,,,60,36,,,Chant Reverse II DK1035F-04 (Fern Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
DK1060F-04,Pablo Large Scale,Fern Green,Fabric,,,60,36,,,Pablo Large Scale DK1060F-04 (Fern Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC890ST-BROWN,Vacances,Brown Biscuit,Fabric,,,60,36,,,Vacances AC890ST-BROWN (Brown Biscuit),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC860-07,Baha II,Dark Grey,Fabric,,,60,36,,,Baha II AC860-07 (Dark Grey),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC403-24,CRISS CROSS,Dark Grey,Fabric,,,60,36,,,Criss Cross AC403-24 (Dark Grey),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC880-07,Tate,Dark Grey,Fabric,,,60,36,,,Tate AC880-07 (Dark Grey),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
6380-12,Wildflowers II,Dark Camel,Fabric,,,60,36,,,Wildflowers II 6380-12 (Dark Camel),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
302665F,LES INDIENNES,Brown,Fabric,,,60,36,,,Les Indiennes 302665F (Brown),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC303-16,PETITE ZIG ZAG,Brown,Fabric,,,60,36,,,Petite Zig Zag AC303-16 (Brown),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
2040C-CSTGJ,BAHAMA CLOTH,CST GREEN,Fabric,,,60,36,,,BAHAMA CLOTH 2040C-CSTGJ (CST GREEN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
4050-04,Rio,Grass,Fabric,,,60,36,,,Rio 4050-04 (Grass),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC712-10,Mojave One Color Reverse,Coral,Fabric,,,60,36,,,Mojave One Color Reverse AC712-10 (Coral),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
4080-06,TEXTURA,Brown,Fabric,,,60,36,,,TEXTURA 4080-06 (BROWN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
6380-01,Wildflower II,Brown,Fabric,,,60,36,,,Wildflower II 6380-01 (Brown),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC302-CSTBW,ZIG ZAG,Brown,Fabric,,,60,36,,,ZIG ZAG AC302-CSTBW (BROWN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC302-16,ZIG ZAG,Brown,Fabric,,,60,36,,,Zig Zag AC302-16 (Brown),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
CP1040-02,ANTOINETTE,Lavender,Fabric,,,60,36,,,Antoinette CP1040-02 (Lavender),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC880-05,Tate,Pink,Fabric,,,60,36,,,Tate AC880-05 (Pink),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC302-02,ZIG ZAG,Pink,Fabric,,,60,36,,,Zig Zag AC302-02 (Pink),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC305-04,Zig Zag Large Scale,Pink,Fabric,,,60,36,,,Zig Zag Large Scale AC305-04 (Pink),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
3080-24,JAVA JAVA,Peacock,Fabric,,,60,36,,,JAVA JAVA 3080-24 (PEACOCK),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC107-14W,Sahara,French Blue,Fabric,,,60,36,,,Sahara AC107-14W (French Blue),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC111-08,St Jean Stripe,Coral,Fabric,,,60,36,,,St Jean Stripe AC111-08 (Coral),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC406-32,Jaybee,Barbados Green,Fabric,,,60,36,,,Jaybee AC406-32 (Barbados Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC860-02,Baha II,Lavender,Fabric,,,60,36,,,Baha II AC860-02 (Lavender),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
306470F-04,Borghese Background,Lavender,Fabric,,,60,36,,,Borghese Background 306470F-04 (Lavender),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
9005-02,Indramayu,Lavender,Fabric,,,60,36,,,Indramayu 9005-02 (Lavender),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
9010-02,Indramayu Reverse,Lavender,Fabric,,,60,36,,,Indramayu Reverse 9010-02 (Lavender),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC712-05,Mojave One Color Reverse,Lavender,Fabric,,,60,36,,,Mojave One Color Reverse AC712-05 (Lavender),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
9005-05,Indramayu,Dark Pink,Fabric,,,60,36,,,Indramayu 9005-05 (Dark Pink),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
9010-05,Indramayu Reverse,Dark Pink,Fabric,,,60,36,,,Indramayu Reverse 9010-05 (Dark Pink),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
7240-02,AQUA IV,Yellow,Fabric,,,60,36,,,AQUA IV 7240-02 (YELLOW),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC860-04,Baha II,Yellow,Fabric,,,60,36,,,Baha II AC860-04 (Yellow),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC980-04,Beau Rivage,Yellow,Fabric,,,60,36,,,Beau Rivage AC980-04 (Yellow),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
3080-02,JAVA JAVA,Yellow,Fabric,,,60,36,,,JAVA JAVA 3080-02 (YELLOW),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
CP1010-02,Organdy,Yellow,Fabric,,,60,36,,,Organdy CP1010-02 (Yellow),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
2475-03,SIGOURNEY SMALL SCALE,Yellow,Fabric,,,60,36,,,SIGOURNEY SMALL SCALE 2475-03 (YELLOW),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC715-01,Mojave Lines,Pale Fern,Fabric,,,60,36,,,Mojave Lines AC715-01 (Pale Fern),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
7240-01,AQUA IV,Camel,Fabric,,,60,36,,,AQUA IV 7240-01 (CAMEL),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
3080-04,JAVA JAVA,TOMATO,Fabric,,,60,36,,,JAVA JAVA 3080-04 (TOMATO),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC860-08,Baha II,Jungle Green,Fabric,,,60,36,,,Baha II AC860-08 (Jungle Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
6620-10,JAVA GRANDE,LIME,Fabric,,,60,36,,,JAVA GRANDE 6620-10 (LIME),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC880-04,Tate,Yellow,Fabric,,,60,36,,,Tate AC880-04 (Yellow),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
303700F-06,El Cid,New Melon,Fabric,,,60,36,,,El Cid 303700F-06 (New Melon),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
6450-07,MELONG BATIK,NEW BROWN,Fabric,,,60,36,,,MELONG BATIK 6450-07 (NEW BROWN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
9005-06,Indramayu,Jungle Green,Fabric,,,60,36,,,Indramayu 9005-06 (Jungle Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
9010-06,Indramayu Reverse,Jungle Green,Fabric,,,60,36,,,Indramayu Reverse 9010-06 (Jungle Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
3080-03,JAVA JAVA,Jungle Green,Fabric,,,60,36,,,JAVA JAVA 3080-03 (JUNGLE GREEN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
7240-05,AQUA IV,RUST,Fabric,,,60,36,,,AQUA IV 7240-05 (RUST),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC860-09,Baha II,Black,Fabric,,,60,36,,,Baha II AC860-09 (Black),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
303700F-10,El Cid,Black,Fabric,,,60,36,,,El Cid 303700F-10 (Black),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
103-211,Indramayu,Black,Fabric,,,60,36,,,Indramayu 103-211 (Black),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC406-39,Jaybee,Black,Fabric,,,60,36,,,Jaybee AC406-39 (Black),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
303700F-03,El Cid,New Yellow,Fabric,,,60,36,,,El Cid 303700F-03 (New Yellow),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
6680-03,BONAIRE,SPRING GREEN,Fabric,,,60,36,,,BONAIRE 6680-03 (SPRING GREEN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
DK1060F-104,Pablo Large Scale,Soft Warm Green,Fabric,,,60,36,,,Pablo Large Scale DK1060F-104 (Soft Warm Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
DK1030-112,Chant II,Soft Tan,Fabric,,,60,36,,,Chant II DK1030-112 (Soft Tan),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
DK1035F-112,Chant Reverse II,Soft Tan,Fabric,,,60,36,,,Chant Reverse II DK1035F-112 (Soft Tan),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
DK1050F-112,Pablo Small Scale,Soft Tan,Fabric,,,60,36,,,Pablo Small Scale DK1050F-112 (Soft Tan),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC890-10,Vacances,NEW BROWN,Fabric,,,60,36,,,Vacances AC890-10 (New Brown),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
2475-02,SIGOURNEY SMALL SCALE,Jungle Green,Fabric,,,60,36,,,SIGOURNEY SMALL SCALE 2475-02 (JUNGLE GREEN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC880-08,Tate,Jungle Green,Fabric,,,60,36,,,Tate AC880-08 (Jungle Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC890-06,Vacances,Jungle Green,Fabric,,,60,36,,,Vacances AC890-06 (Jungle Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC302-32,ZIG ZAG,Jungle Green,Fabric,,,60,36,,,Zig Zag AC302-32 (Jungle Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC206-39WHT,Melinda,Black,Fabric,,,60,36,,,Melinda AC206-39WHT (Black),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
303700F-05,El Cid,Camel,Fabric,,,60,36,,,El Cid 303700F-05 (Camel),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
3080-01,JAVA JAVA,Camel,Fabric,,,60,36,,,JAVA JAVA 3080-01 (CAMEL),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC111-23,St Jean Stripe,Clear Yellow,Fabric,,,60,36,,,St Jean Stripe AC111-23 (Clear Yellow),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC302C-GREYTLC,ZIG ZAG,Light Grey,Fabric,,,60,36,,,Zig Zag AC302C-GREYTLC (Light Grey),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC305-GRAYTLC,Zig Zag Large Scale,Light Gray,Fabric,,,60,36,,,Zig Zag Large Scale AC305-GRAYTLC (Light Gray),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
DK1070F-112,Panama II,Soft Tan,Fabric,,,60,36,,,Panama II DK1070F-112 (Soft Tan),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
DK1030-103,Chant II,Soft Icy Green,Fabric,,,60,36,,,Chant II DK1030-103 (Soft Icy Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
DK1035F-103,Chant Reverse II,Soft Icy Green,Fabric,,,60,36,,,Chant Reverse II DK1035F-103 (Soft Icy Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
DK1090F-103,Clark,Soft Icy Green,Fabric,,,60,36,,,Clark DK1090F-103 (Soft Icy Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
DK1050F-103,Pablo Small Scale,Soft Icy Green,Fabric,,,60,36,,,Pablo Small Scale DK1050F-103 (Soft Icy Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
DK1070F-103,Panama II,Soft Icy Green,Fabric,,,60,36,,,Panama II DK1070F-103 (Soft Icy Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
9005-01,Indramayu,Melon,Fabric,,,60,36,,,Indramayu 9005-01 (Melon),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
9010-01,Indramayu Revese,Melon,Fabric,,,60,36,,,Indramayu Revese 9010-01 (Melon),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
CP1010-01,Organdy,Melon,Fabric,,,60,36,,,Organdy CP1010-01 (Melon),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
7240-06,AQUA IV,Brown,Fabric,,,60,36,,,AQUA IV 7240-06 (BROWN),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC303-17,PETITE ZIG ZAG,SHRIMP,Fabric,,,60,36,,,Petite Zig Zag AC303-17 (Shrimp),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
4050-03,Rio,SHRIMP,Fabric,,,60,36,,,Rio 4050-03 (Shrimp),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC302-17,ZIG ZAG,SHRIMP,Fabric,,,60,36,,,Zig Zag AC302-17 (Shrimp),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC998-107,Zinnia Linearis One Color,SHRIMP,Fabric,,,60,36,,,Zinnia Linearis One Color AC998-107 (Shrimp),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC302-21,ZIG ZAG,Island Blue,Fabric,,,60,36,,,Zig Zag AC302-21 (Island Blue),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
DK1060F-100,Pablo Large Scale,Icy Blue,Fabric,,,60,36,,,Pablo Large Scale DK1060F-100 (Icy Blue),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
4050-02,Rio,Camel,Fabric,,,60,36,,,Rio 4050-02 (Camel),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC890-01,Vacances,Melon,Fabric,,,60,36,,,Vacances AC890-01 (Melon),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
6950-02,Beach Comber,Limon,Fabric,,,60,36,,,Beach Comber 6950-02 (Limon),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
6167-02,Dune,Limon,Fabric,,,60,36,,,Dune 6167-02 (Limon),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
6150-02,Sand Bar Stripe,Limon,Fabric,,,60,36,,,Sand Bar Stripe 6150-02 (Limon),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
6165-02,Sand Bar Stripe,Limon,Fabric,,,60,36,,,Sand Bar Stripe 6165-02 (Limon),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC403-26,CRISS CROSS,NEW SHRIMP,Fabric,,,60,36,,,Criss Cross AC403-26 (New Shrimp),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC980-05,Beau Rivage,French Blue,Fabric,,,60,36,,,Beau Rivage AC980-05 (French Blue),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
0200090F-01,BELLFLOWER LARGE SCALE,French Blue,Fabric,,,60,36,,,BELLFLOWER LARGE SCALE 0200090F-01 (FRENCH BLUE),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC302-06,ZIG ZAG,Salmon,Fabric,,,60,36,,,Zig Zag AC302-06 (Salmon),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
303700F-04,El Cid,Kelly Green,Fabric,,,60,36,,,El Cid 303700F-04 (Kelly Green),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
6450-10,MELONG BATIK,Black,Fabric,,,60,36,,,MELONG BATIK 6450-10 (BLACK),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
2110-21W,Nairobi,Black,Fabric,,,60,36,,,Nairobi 2110-21W (Black),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC305-17,Zig Zag Large Scale,NEW SHRIMP,Fabric,,,60,36,,,Zig Zag Large Scale AC305-17 (New Shrimp),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
6380-07,Wildflowers II,Sunflower,Fabric,,,60,36,,,Wildflowers II 6380-07 (Sunflower),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
2220-03,EDO,French Blue,Fabric,,,60,36,,,EDO 2220-03 (FRENCH BLUE),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
303700F-07,El Cid,French Blue,Fabric,,,60,36,,,El Cid 303700F-07 (French Blue),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
103-210,Indramayu,French Blue,Fabric,,,60,36,,,Indramayu 103-210 (French Blue),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
3080-06,JAVA JAVA,French Blue,Fabric,,,60,36,,,JAVA JAVA 3080-06 (FRENCH BLUE),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC406-30,Jaybee,French Blue,Fabric,,,60,36,,,Jaybee AC406-30 (French Blue),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
AC101-39W,Ferns Uni,Seas Foam,Fabric,,,60,36,,,Ferns Uni AC101-39W (Seas Foam),QUAA435Oyster,YD,,0,,1,,A,,,China Seas/Quadrille,Single Sided,,,,Screen Print,1,Fabric,LIFT
