ITEM_SKU,LINE_DESCRIPTION,COLOR,PRODUCT_TYPE,FINISHED_WIDTH,FINISHED_HEIGHT,PRINTED_WIDTH,PRINTED_HEIGHT,PRODUCT_SIZE,PANEL_COUNT,PRODUCT_NAME,MATERIAL,UOM,HISTORICAL_YIELD,MATERIAL_COST,UNIT_PRICE,QTY,PRODUCT_DESCRIPTION,STATUS,NUMBER_UP,CUT_OPTION,SPECIAL_DETAILS,FORMAT,PATTERN_WIDTH,PATTERN_HEIGHT,BOLT_SIZE,ORDER_TYPE,NUMBER_OF_COLORS,STORAGE_TYPE,Source
MS5010650,Del Tesoro Memos,Blue&Green,Memo,,,10,17,,,Del Tesoro Memos - MS5010650 (Blue&Green),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5010660,Les Fougeres  Memos,Document,Memo,,,10,17,,,Les Fougeres  Memos - MS5010660 (Document),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5010661,Les Fougeres  Memos,Spring,Memo,,,10,17,,,Les Fougeres  Memos - MS5010661 (Spring),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5010860,Queens Flight - Memos,Green,Memo,,,10,17,,,Queens Flight - Memos - MS5010860 (Green),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5010861,Queens Flight - Memos,RoyalBlue,Memo,,,10,17,,,Queens Flight - Memos - MS5010861 (RoyalBlue),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5010862,Queens Flight - Memos,Grey,Memo,,,10,17,,,Queens Flight - Memos - MS5010862 (Grey),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5011350,Majorelle Memos,Blue,Memo,,,10,17,,,Majorelle Memos - MS5011350 (Blue),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5011480,Toile Tropique Memos,Gold,Memo,,,10,17,,,Toile Tropique Memos - MS5011480 (Gold),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5011482,Toile Tropique Memos,Purple,Memo,,,10,17,,,Toile Tropique Memos - MS5011482 (Purple),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5011490,Les Scenes Contemporaines Memos,Blue,Memo,,,10,17,,,Les Scenes Contemporaines Memos - MS5011490 (Blue),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5011491,Les Scenes Contemporaines Memos,Black,Memo,,,10,17,,,Les Scenes Contemporaines Memos - MS5011491 (Black),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5011611,Sandoway Vine Memos,Delft,Memo,,,10,17,,,Sandoway Vine Memos - MS5011611 (Delft),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5011730,Sea Grapes Memos,Palm,Memo,,,10,17,,,Sea Grapes Memos - MS5011730 (Palm),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5011731,Sea Grapes Memos,Tropical,Memo,,,10,17,,,Sea Grapes Memos - MS5011731 (Tropical),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5011750,Villandry Damask Memos,Blue,Memo,,,10,17,,,Villandry Damask Memos - MS5011750 (Blue),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5011820,Tiasquam Memos,Sky,Memo,,,10,17,,,Tiasquam Memos - MS5011820 (Sky),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5011821,Tiasquam Memos,Blush,Memo,,,10,17,,,Tiasquam Memos - MS5011821 (Blush),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5011981,Beluze Memos,Blush,Memo,,,10,17,,,Beluze Memos - MS5011981 (Blush),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5011982,Beluze Memos,Magenta,Memo,,,10,17,,,Beluze Memos - MS5011982 (Magenta),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5012010,Josephine Memos,Blue,Memo,,,10,17,,,Josephine Memos - MS5012010 (Blue),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5012012,Josephine Memos,Pink,Memo,,,10,17,,,Josephine Memos - MS5012012 (Pink),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5012030,Loudon Rose Memos,Ivory,Memo,,,10,17,,,Loudon Rose Memos - MS5012030 (Ivory),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5012032,Loudon Rose Memos,Rose&Blue,Memo,,,10,17,,,Loudon Rose Memos - MS5012032 (Rose&Blue),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5012151,Orla Panel Memos,Blue,Memo,,,10,17,,,Orla Panel Memos - MS5012151 (Blue),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5012350,Willa Check Large Memos,Chambray,Memo,,,10,17,,,Willa Check Large Memos - MS5012350 (Chambray),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5012351,Willa Check Large Memos,Navy,Memo,,,10,17,,,Willa Check Large Memos - MS5012351 (Navy),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5012352,Willa Check Large Memos,Leaf,Memo,,,10,17,,,Willa Check Large Memos - MS5012352 (Leaf),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5012353,Willa Check Large Memos,Yellow,Memo,,,10,17,,,Willa Check Large Memos - MS5012353 (Yellow),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5012354,Willa Check Large Memos,Pink,Memo,,,10,17,,,Willa Check Large Memos - MS5012354 (Pink),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5012355,Willa Check Large Memos,Lavender,Memo,,,10,17,,,Willa Check Large Memos - MS5012355 (Lavender),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5012356,Willa Check Large Memos,Seaglass,Memo,,,10,17,,,Willa Check Large Memos - MS5012356 (Seaglass),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5012357,Willa Check Large Memos,Grey,Memo,,,10,17,,,Willa Check Large Memos - MS5012357 (Grey),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5012358,Willa Check Large Memos,Birch,Memo,,,10,17,,,Willa Check Large Memos - MS5012358 (Birch),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5012731,Woburn Meadow Memos,Forrest,Memo,,,10,17,,,Woburn Meadow Memos  - MS5012731 (Forrest),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5012871,Anatolia Memos,Natural,Memo,,,10,17,,,Anatolia Memos - MS5012871 (Natural),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5012872,Anatolia Memos,Autumn,Memo,,,10,17,,,Anatolia Memos - MS5012872 (Autumn),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
ENG5011100MS,Steps Eng. Memos,Sky&Saddle,Memo,,,10,17,,,Steps Eng. Memos - ENG5011100MS (Sky&Saddle),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5013031,Ambala Paisley Sisal Memos,Slate,Memo,,,10,17,,,Ambala Paisley Sisal Memos - MS5013031 (Slate),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5013090,Abstract Ikat Memos,Sky,Memo,,,10,17,,,Abstract Ikat Memos - MS5013090 (Sky),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5013191,Aveline Memos,Lilac,Memo,,,10,17,,,Aveline Memos - MS5013191 (Lilac),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5013192,Aveline Memos,Rose,Memo,,,10,17,,,Aveline Memos - MS5013192 (Rose),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
ENG5011590MS,Magic Mountain Dragon Eng. Memos,Porcelain,Memo,,,10,17,,,Magic Mountain Dragon Eng. Memos - ENG5011590MS (Porcelain),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
ENG5014091MS,Come Back As A Flower Memos,Mineral,Memo,,,10,17,,,Come Back As A Flower Memos - ENG5014091MS (Mineral),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
ENG5014092MS,Come Back As A Flower Memos,LightNeutral,Memo,,,10,17,,,Come Back As A Flower Memos - ENG5014092MS (LightNeutral),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
ENG5014212MS,Taboo Eng. Memos,WarmLilac,Memo,,,10,17,,,Taboo Eng. Memos - ENG5014212MS (WarmLilac),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
ENG5014213MS,Taboo Eng. Memos,Fog,Memo,,,10,17,,,Taboo Eng. Memos - ENG5014213MS (Fog),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
ENG5014261MS,Gambit Memos,Sky&DeepNavy,Memo,,,10,17,,,Gambit Memos - ENG5014261MS (Sky&DeepNavy),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
ENG5014262MS,Gambit Memos,Sage&DeepGreen,Memo,,,10,17,,,Gambit Memos - ENG5014262MS (Sage&DeepGreen),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
ENG5014263MS,Gambit Memos,Cocoa&Charcoal,Memo,,,10,17,,,Gambit Memos - ENG5014263MS (Cocoa&Charcoal),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
ENG5014550MS,Alexander Memos,Red&EarthyPink,Memo,,,10,17,,,Alexander Memos - ENG5014550MS (Red&EarthyPink),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5013490,Heraldic Memos,Sprezzatura,Memo,,,10,17,,,Heraldic Memos - MS5013490 (Sprezzatura),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5013492,Heraldic Memos,Pink,Memo,,,10,17,,,Heraldic Memos - MS5013492 (Pink),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5013540,Fairie Garden Memos,Orange&Navy,Memo,,,10,17,,,Fairie Garden Memos - MS5013540 (Orange&Navy),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5013840,Bouquet Toss Memos,Lemonade,Memo,,,10,17,,,Bouquet Toss Memos - MS5013840 (Lemonade),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5013842,Bouquet Toss Memos,Toast,Memo,,,10,17,,,Bouquet Toss Memos - MS5013842 (Toast),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5013870,Garden Gate Memos,Violet,Memo,,,10,17,,,Garden Gate Memos - MS5013870 (Violet),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5013871,Garden Gate Memos,SoftNeutral,Memo,,,10,17,,,Garden Gate Memos - MS5013871 (SoftNeutral),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5013880,Villa Palm Panel Set Memos,Blue,Memo,,,10,17,,,Villa Palm Panel Set Memos - MS5013880 (Blue),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5011630,Del Coco Memos,Marine,Memo,,,10,17,,,Del Coco Memos - MS5011630 (Marine),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5011760,Dedra Damask Memos,Mineral&Leaf,Memo,,,10,17,,,Dedra Damask Memos - MS5011760 (Mineral&Leaf),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5005885,Queen Of Spain Memos,Navy,Memo,,,10,17,,,Queen Of Spain Memos - MS5005885 (Navy),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
ENG5011591MS,Magic Mountain Dragon Eng. Memos,Blush,Memo,,,10,17,,,Magic Mountain Dragon Eng. Memos - ENG5011591MS (Blush),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
ENG5011710MS,Toile De La Prairie Memos,Green,Memo,,,10,17,,,Toile De La Prairie Memos - ENG5011710MS (Green),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
ENG5011712MS,Toile De La Prairie Memos,Brown,Memo,,,10,17,,,Toile De La Prairie Memos - ENG5011712MS (Brown),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
ENG5013811MS,Fabienne Memos,Pink,Memo,,,10,17,,,Fabienne Memos - ENG5013811MS (Pink),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
ENG5013812MS,Fabienne Memos,Yellow,Memo,,,10,17,,,Fabienne Memos - ENG5013812MS (Yellow),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
ENG5014090MS,Come Back As A Flower Memos,SoftBlack,Memo,,,10,17,,,Come Back As A Flower Memos - ENG5014090MS (SoftBlack),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5014360,Montecito Medallion Memos,Indigo,Memo,,,10,17,,,Montecito Medallion Memos - MS5014360 (Indigo),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5014361,Montecito Medallion Memos,LeafGreen,Memo,,,10,17,,,Montecito Medallion Memos - MS5014361 (LeafGreen),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5014362,Montecito Medallion Memos,ChinaBlue,Memo,,,10,17,,,Montecito Medallion Memos - MS5014362 (ChinaBlue),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5014490,Grotto Treillage Memos,MultiOnTeal,Memo,,,10,17,,,Grotto Treillage Memos - MS5014490 (MultiOnTeal),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5014492,Grotto Treillage Memos,MultiOnIvory,Memo,,,10,17,,,Grotto Treillage Memos - MS5014492 (MultiOnIvory),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5014510,Ouvrez Moi Memos,Blue,Memo,,,10,17,,,Ouvrez Moi Memos - MS5014510 (Blue),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5014511,Ouvrez Moi Memos,Grey,Memo,,,10,17,,,Ouvrez Moi Memos - MS5014511 (Grey),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5014551,Alexander Memos,Terracotta&WarmPeach,Memo,,,10,17,,,Alexander Memos - MS5014551 (Terracotta&WarmPeach),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5014552,Alexander Memos,DutchGreen&Slate,Memo,,,10,17,,,Alexander Memos - MS5014552 (DutchGreen&Slate),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5014570,Mood Ring Memos,Ghost,Memo,,,10,17,,,Mood Ring Memos - MS5014570 (Ghost),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5014571,Mood Ring Memos,Fontana,Memo,,,10,17,,,Mood Ring Memos - MS5014571 (Fontana),"BNYNeuKaliss 60"" 315Y",EA,0.09,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5011823,Tiasquam Memos,Neutral,Memo,,,10,17,,,Tiasquam Memos - MS5011823 (Neutral),"BNYNeuKaliss 60"" 315Y",EA,,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MAS5014580,Rhinestone Cowboy Memos - Peel & Stick,Poppy,Memo,,,10,17,,,Rhinestone Cowboy Memos - Peel & Stick - MAS5014580 (Poppy),"BNYNeuKaliss 60"" 315Y",EA,,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5013692,New Beat Memos,LightPeach,Memo,,,10,17,,,New Beat Memos - MS5013692 (LightPeach),"BNYNeuKaliss 60"" 315Y",EA,,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5013691,New Beat Memos,DarkBlue,Memo,,,10,17,,,New Beat Memos - MS5013691 (DarkBlue),"BNYNeuKaliss 60"" 315Y",EA,,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5013690,New Beat Memos,Blue&Green,Memo,,,10,17,,,New Beat Memos - MS5013690 (Blue&Green),"BNYNeuKaliss 60"" 315Y",EA,,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5016410,Acanthus Forest Panel Set Memos,Coolmulti,Memo,,,10,17,,,Acanthus Forest Panel Set Memos - MS5016410 (CoolMulti),"BNYNeuKaliss 60"" 315Y",EA,,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5016021,Painted Sky Memos,ClearBlue,Memo,,,10,17,,,Painted Sky Memos - MS5016021 (ClearBlue),"BNYNeuKaliss 60"" 315Y",EA,,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5016180,New Yorker Seasonal Covers Memos,Multicolor,Memo,,,10,17,,,New Yorker Seasonal Covers Memos - MS5016180 (Multicolor),"BNYNeuKaliss 60"" 315Y",EA,,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5016160,New Yorker City-View Covers Memos,Multicolor,Memo,,,10,17,,,New Yorker City-View Covers Memos - MS5016160 (Multicolor),"BNYNeuKaliss 60"" 315Y",EA,,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5016361,Celinda Memos,Sky,Memo,,,10,17,,,Celinda Memos - MS5016361 (Sky),"BNYNeuKaliss 60"" 315Y",EA,,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5016362,Celinda Memos,Citrus,Memo,,,10,17,,,Celinda Memos - MS5016362 (Citrus),"BNYNeuKaliss 60"" 315Y",EA,,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5016360,Celinda Memos,Blush,Memo,,,10,17,,,Celinda Memos - MS5016360 (Blush),"BNYNeuKaliss 60"" 315Y",EA,,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5016030,Ascendance Panel Set Memos,Dusk,Memo,,,10,17,,,Ascendance Panel Set Memos - MS5016030 (Dusk),"BNYNeuKaliss 60"" 315Y",EA,,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5016031,Ascendance Panel Set Memos,Air,Memo,,,10,17,,,Ascendance Panel Set Memos - MS5016031 (Air),"BNYNeuKaliss 60"" 315Y",EA,,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5016032,Ascendance Panel Set Memos,ClearBlue,Memo,,,10,17,,,Ascendance Panel Set Memos - MS5016032 (ClearBlue),"BNYNeuKaliss 60"" 315Y",EA,,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5016020,Painted Sky Memos,Sunbeam,Memo,,,10,17,,,Painted Sky Memos - MS5016020 (Sunbeam),"BNYNeuKaliss 60"" 315Y",EA,,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5016151,Margaret Schloeman's Fox Chase Memos,NavyGreen,Memo,,,10,17,,,Margaret Schloeman's Fox Chase Memos - MS5016151 (NavyGreen),"BNYNeuKaliss 60"" 315Y",EA,,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5016152,Margaret Schloeman's Fox Chase Memos,SageSoftBrown,Memo,,,10,17,,,Margaret Schloeman's Fox Chase Memos - MS5016152 (SageSoftBrown),"BNYNeuKaliss 60"" 315Y",EA,,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5016150,Margaret Schloeman's Fox Chase  Memos,Forest,Memo,,,10,17,,,Margaret Schloeman's Fox Chase Memos - MS5016150 (Forest),"BNYNeuKaliss 60"" 315Y",EA,,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
MS5013693,New Beat Memos,LIGHT BEIGE,Memo,,,10,17,,,New Beat Memos - MS5013693 (Light Beige),"BNYNeuKaliss 60"" 315Y",EA,,1.74,1.3,1,,A,5,Pre-Trim,,Single Sided,10,17,,Digital,,"60"" Roll",LIFT
